gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Dnajb2,-304.3090683441908,-249.7390166686181,True
Dnajb4,-358.8178418691482,-266.35419440967325,True
Dnajb5,-339.94084754409835,-299.5707023765891,False
Dnajb6,-276.90795038242936,-261.4956713731747,False
Dnajb9,-258.04321412229984,-250.22840629301726,False
Dnajc1,-256.7244015094749,-259.8970207349495,False
Dnajc10,-266.91955239408344,-254.0258383969052,False
Dnajc15,-246.3345380663471,-252.482037039547,False
Dnajc19,-260.08551359441526,-251.04221460458672,False
Dnajc2,-239.21715149477953,-256.6625728870419,False
Dnajc21,-265.29411730224507,-269.2504379524539,False
Dnajc25,-257.28288371134147,-259.0570607825649,False
Dnajc3,-263.95040002136,-257.5654216936363,False
Dnajc30,-259.9013659333396,-253.21717743508236,False
Dnajc4,-262.8039918494013,-271.1392232643282,False
Dnajc5,-276.2412753490702,-251.58593366955733,False
Dnajc7,-259.18494307125775,-250.78100798511235,False
Dnajc8,-265.0807233105421,-235.82722723575515,False
Dnlz,-274.80152970980834,-268.49117381842586,False
Dnm1l,-262.5523283919256,-269.12314030252037,False
Dnm2,-279.0810229314702,-266.4882189551866,False
Dnmt3a,-277.51599283206974,-263.9012902081489,False
Dnpep,-253.07435373672598,-250.5322439394257,False
Dnttip1,-242.7251369537771,-256.9329019175222,False
Dnttip2,-249.8656228142857,-265.82765349291674,False
Dock1,-265.152106750434,-309.57468082647733,False
Dock7,-268.8505683588135,-250.45520426400668,False
Dohh,-257.95483431812914,-248.10908443545608,False
Dph3,-283.16889278479033,-275.2294643220266,False
Dpm1,-288.6851190037719,-264.1569562051643,False
Dpm2,-264.84441267442776,-250.15912137686445,False
Dpm3,-267.53506204240097,-241.3676870156356,False
Dpp8,-242.23629646025543,-279.8569361876394,False
Dpy30,-254.26686347418604,-246.20220063545253,False
Dpysl2,-249.1723519310459,-276.95935441557083,True
Dpysl3,-299.05249307934787,-288.25855006933233,False
Drap1,-253.96781358514792,-257.4784382852299,False
Drg1,-243.23488289199906,-245.22754374423658,False
Dsel,-260.9821684525786,-245.98518898492762,False
Dsp,-388.53590035327454,-349.2272939370489,False
Dst,-318.67260124641746,-284.8981572609232,False
Dstn,-296.2519703927382,-245.4113815294938,False
Dtd1,-267.74177004305517,-243.28749078079778,False
Dtna,-336.32137341556813,-305.05650523409025,False
Dtnbp1,-254.01124902904192,-254.73555806849527,False
Dtx3,-260.312915005912,-296.0085342855056,False
Dtymk,-257.73533298519715,-247.9860093630104,False
Dubr,-238.41043558791793,-257.66038904454484,False
Dusp1,-253.36032635708835,-301.7891801341519,False
Dusp11,-262.3175213795639,-270.47967427322817,False
Dusp3,-272.749663465747,-252.22425944666045,False
Dusp8,-355.3401295129887,-279.6330505671193,True
Dut,-262.1164614187943,-383.83159657180465,False
Dync1h1,-285.35283172534497,-251.83526039518975,False
Dync1i2,-334.08611061155204,-256.7003967229439,False
Dync1li1,-305.5084514812286,-270.19380895634606,False
Dync1li2,-253.92631509842076,-250.96492445338788,False
Dynll1,-260.9038820461893,-252.11401755357798,False
Dynll2,-262.8550765002985,-249.86060932938736,False
Dynlrb1,-279.8107713215517,-311.0762960564643,False
Dynlt3,-252.12256824262136,-255.03406688331324,False
Dyrk1a,-280.8045161121498,-267.2260018389862,False
Dyrk2,-235.9643681519772,-241.36254451308153,False
E030013I19Rik,-360.71672558646543,-315.8840595522074,True
Eapp,-259.14455131711907,-239.44231868225089,False
Ebf1,-254.80012500537333,-251.89227930093006,False
Ebna1bp2,-273.82174899094525,-252.82921280248968,False
Ebp,-241.82077747561613,-245.8593556397791,False
Ebpl,-277.9330776440652,-305.37825311726385,False
Ech1,-300.8731590914464,-245.76324923136752,False
Echs1,-259.54168436980126,-253.71133473032276,False
Eci1,-272.8169665552042,-266.34717151793086,False
Eci2,-278.5007613156861,-247.56148761835783,False
Ecm1,-264.1968639712318,-378.1541134996676,False
Ecm2,-277.04664211143205,-263.3794857022775,False
Ecpas,-272.73692227132943,-277.9410408558432,False
Edf1,-265.3727253323359,-253.69906269909765,False
Eea1,-256.4661172426047,-247.410298810229,False
Eef1a1,-252.72430511205084,-253.70805768444697,False
Eef1akmt1,-269.9966558435561,-245.42353037638227,False
Eef1b2,-268.7519880012739,-257.21942579892215,False
Eef1d,-282.1411414737619,-255.73556671200612,False
Eef1g,-244.2010306181215,-247.80995370277705,False
Eef2,-271.64683222392466,-250.70064370013867,False
Eef2k,-317.52615168901565,-244.31718284267097,True
Efcab14,-275.54943636528674,-284.845639496632,False
Efemp2,-249.31761530817334,-280.32696062145095,False
Efhd1,-277.34864352984147,-239.1453137781799,False
Efhd2,-320.60705483534605,-289.8266352448113,False
Efna5,-263.9137617045053,-271.3233189397992,True
Efnb2,-315.73620024927845,-316.9528450498709,True
Efr3a,-270.17376408340095,-281.44335093167194,False
Egln1,-262.7968957676676,-260.76193647950595,False
Egln2,-267.016782678032,-247.2503724869785,False
Egr1,-320.02437555593144,-379.1157867397208,False
Ehbp1l1,-257.55473253498786,-266.42000759510495,False
Ehd1,-252.88528370922202,-249.61642843588973,False
Ehd2,-282.84223424846675,-268.909206931879,False
Ehd4,-286.38449297378645,-259.1872032160335,False
Ehmt1,-269.9256046989734,-262.7492394320224,False
Ehmt2,-244.58555004891872,-276.7276782070246,False
Ei24,-250.01869069447935,-245.56372251804208,False
Eid1,-276.8496122037477,-275.6011070004162,False
Eif1,-259.81501991408874,-247.64580138124995,False
Eif1a,-254.5601660799868,-266.6036783424963,False
Eif1ax,-263.0231738648099,-254.4946849045864,False
Eif1b,-256.3069955346366,-247.62547632285978,False
Eif2a,-258.5948021431262,-257.46034377819615,False
Eif2s1,-271.4248459949505,-283.8786735490749,False
Eif2s2,-277.18046386733494,-270.1612872562309,False
Eif2s3x,-487.7609122445364,-469.2851631447145,False
Eif3a,-278.64888812585036,-265.6216753881487,False
Eif3b,-262.5174861658164,-256.8763460745405,False
Eif3c,-255.45594240897645,-259.25646868865147,False
Eif3d,-249.75244208927276,-232.0575979860556,False
Eif3e,-285.96256386891895,-258.47959249974997,False
Eif3f,-267.8424164305452,-264.1198009952546,False
Eif3g,-239.32155152681088,-258.8933645937979,False
Eif3h,-277.5449698787459,-247.49440375937345,False
Eif3i,-268.2846610941067,-250.74225643856343,False
Eif3j1,-288.67544134032823,-256.34700725256977,False
Eif3k,-259.33513189154763,-264.76138202431395,False
Eif3l,-265.0090780241847,-245.5246541040927,False
Eif3m,-276.337516012655,-252.75609692444328,False
Eif4a1,-249.10891577180624,-263.0390966398302,False
Eif4a2,-263.4789063647047,-257.02461109603126,False
Eif4a3,-256.20286800155776,-289.03496126196666,False
Eif4b,-286.85708810777516,-253.15360026497655,False
Eif4e,-243.4453297164284,-254.09028824365052,False
Eif4e2,-248.53104427121622,-274.25069046704596,False
Eif4ebp1,-292.2486398661975,-290.5532134053755,False
Eif4ebp2,-314.09960656962545,-273.02678390482146,False
Eif4g1,-275.752050156671,-265.34808295744585,False
Eif4g2,-279.32676454560186,-273.0581480991783,False
Eif4g3,-264.45552473529943,-288.6342736100933,False
Eif4h,-242.08435255456908,-240.5929756172692,False
Eif5,-240.00087334352284,-264.8057466921679,False
Eif5a,-255.02179139627026,-250.1046156875534,False
Eif5b,-271.80496346508676,-238.33175129522056,False
Eif6,-281.3762754389561,-271.28685421339594,False
Elavl1,-250.10023532815467,-245.54022420903772,False
Elf1,-258.69879206944654,-237.37789605823974,False
Elf2,-242.58974987248286,-248.26594822684498,False
Ell2,-267.83227229953025,-308.36137106731525,False
Eln,-410.90797891732785,-285.08444768450534,True
Eloa,-275.92326060366634,-269.94005491613603,False
Elob,-265.6153635928789,-241.33800385469254,False
Eloc,-248.49330402071945,-225.07572751684341,False
Elof1,-276.8097322112209,-267.5452928815686,False
Elovl1,-250.5351101430174,-251.70395894698606,False
Elp5,-247.03198321344792,-264.6092157073366,False
Emb,-398.837654612181,-488.7229181997658,True
Emc10,-249.29577054125699,-261.8054442029013,False
Emc2,-255.53681430457726,-251.38512382744238,False
Emc3,-248.83749229407147,-248.00465171546585,False
Emc4,-289.6513233048342,-274.242416776479,False
Emc6,-265.95661084666636,-265.5409080139995,False
Emc7,-248.9089867263586,-264.6635596822483,False
Emc8,-268.13743680374347,-256.217934578702,False
Emc9,-242.40409265583216,-246.29568691929285,False
Emd,-237.5556115028421,-261.0723009725923,False
Emg1,-272.1696032661149,-281.6414021932999,False
Emilin1,-284.1980062438729,-322.3909932115632,False
Eml1,-261.4714100544524,-307.96029713004464,False
Eml2,-263.5963857350943,-255.45135293585417,False
Emp2,-260.84520045524334,-251.24525138648562,False
Emp3,-299.2802629258818,-266.93045576078134,False
Emsy,-274.22426214438445,-270.63312415132043,False
Enah,-379.6438881652492,-336.58553330767216,True
Endod1,-273.9481687623069,-259.71626347636845,False
Endog,-268.44357767677127,-283.94795005700917,False
Eno1,-327.45011482259247,-267.65432118392425,False
Enpp5,-258.763840051998,-247.9798577061523,False
Ensa,-260.9707968530411,-244.40891002785477,False
Entpd1,-252.82470850565716,-256.130289431571,False
Eny2,-266.6469862072835,-260.795943661566,False
Ep300,-286.8911963282947,-268.29993430239125,False
Ep400,-280.9831571256976,-290.0820614768372,False
Epas1,-310.1990994587663,-320.307266008151,False
Epb41l2,-262.07135326184164,-281.84937309906564,False
Epc1,-287.00958063691036,-246.96841212214196,False
Epc2,-248.33834164498884,-261.49001801717736,False
Epdr1,-274.4165246723674,-267.886239050853,False
Epha3,-272.75374404158794,-293.21666877364225,True
Ephx1,-294.02885492672203,-299.7336386841489,True
Epn1,-234.57439985573416,-249.54090298747815,False
Epn2,-259.0617478273513,-261.0290576235224,False
Eprs,-265.74595783816983,-269.35438692425237,False
Erbin,-263.1111015116104,-266.2113050352264,False
Erc1,-269.08610122868356,-253.11534415345614,False
Ercc1,-267.3486559263746,-266.89174031203316,False
Erg,-250.443521443936,-290.2355316160781,False
Erg28,-268.97575447583654,-264.15470436283664,False
Ergic1,-260.75226058524294,-290.2071933757983,False
Ergic2,-251.46765236696982,-243.68138536207556,False
Ergic3,-270.31531838759014,-269.23743195616635,False
Erh,-302.00723194938575,-249.81949024271034,False
Eri3,-250.98464267034663,-252.1982543903655,False
Erlec1,-274.46278195589474,-254.91711778323156,False
Ero1l,-241.2594013022386,-267.07194304749476,False
Erp29,-263.0209599522541,-252.91849118708348,False
Erp44,-252.44913167750218,-262.3650546653841,False
Errfi1,-335.29513667417564,-523.7615589517928,True
Esd,-273.52246580070215,-265.97026584447434,False
Esf1,-251.9691821549182,-251.91119823907042,False
Esyt1,-283.3156561051393,-283.8453389961489,False
Esyt2,-264.7148375562355,-250.74942709793828,False
Etf1,-264.63698965794754,-273.1687939802932,False
Etfa,-260.70004439068657,-275.41324188027716,False
Etfb,-263.4590327127116,-242.69651333258952,True
Ethe1,-255.4091851265936,-265.9679677674868,False
Etnk1,-266.6975863814354,-275.98435370212354,False
Ets2,-270.8702415547986,-270.0950758152412,False
Etv1,-254.91910426896675,-244.42452238337393,False
Eva1b,-273.06176823364757,-258.9858688076867,False
Evi5,-259.4078165623262,-256.84897726791496,False
Ewsr1,-274.2408032830125,-256.9097909783468,False
Exoc3,-264.4026666808709,-242.68405203500205,False
Exoc4,-251.39897744486996,-272.39459712281865,False
Exoc5,-247.99709844383895,-240.27033148907694,False
Exoc6b,-315.5951206463449,-289.19691508630257,False
Exoc7,-239.8861177234852,-243.470099645519,False
Exosc3,-277.0964414055517,-262.34266275984334,False
Exosc4,-265.6275285434944,-256.33877389601656,False
Exosc5,-245.65900096219696,-255.1602391333532,False
Exosc7,-264.7489970694911,-256.75692787319446,False
Exosc8,-268.2265658609445,-244.07699195684933,False
Ext1,-297.07015594307455,-251.35806879584808,True
Ext2,-252.53763556683975,-254.29463738833283,False
F2r,-321.04010783995534,-391.1173622817248,False
Faap20,-246.25694635396394,-268.8712071999557,False
Fabp3,-270.80588632798276,-288.44589175211297,True
Fabp4,-305.80374718228666,-388.92691732233993,False
Fads1,-283.90538537911766,-305.10099662378104,False
Fads2,-284.1012964026293,-280.2309518355419,False
Fads3,-266.20107467690036,-280.38964638409306,False
Faf1,-263.8517795072655,-262.0749869185693,False
Faf2,-249.93132507171677,-262.0834184056185,False
Fam104a,-256.6757733656682,-242.0134492017397,False
Fam110b,-264.80544949929356,-276.7643343991757,False
Fam114a1,-262.26191717145366,-245.09440966048595,False
Fam114a2,-252.70600299481669,-255.69713810614334,False
Fam120a,-266.1034798007441,-276.1541113832054,False
Fam122a,-250.82326211861044,-274.4672593612884,False
Fam126b,-311.58179530251203,-267.5003181966667,False
Fam129a,-281.9152022865844,-254.4036597540884,False
Fam129b,-253.58424581712745,-318.2226753787219,False
Fam133b,-271.28122670440104,-258.49466711606647,False
Fam13c,-273.82011958673684,-280.60234162007185,True
Fam160b1,-301.68428538849685,-263.9295946940026,False
Fam162a,-247.81474686501812,-248.10215259069258,False
Fam168a,-280.6428995323891,-290.28277235845866,False
Fam168b,-272.81077857560115,-282.6119336703111,False
Fam172a,-252.5820831430969,-261.308250587205,False
Fam173a,-262.21169141693247,-244.46765832787978,False
Fam174a,-288.5582749681365,-251.5328052133095,False
Fam204a,-252.65977634319773,-234.45372883432566,False
Fam32a,-271.86293890343944,-250.44692700938197,False
Fam3c,-255.23789338607043,-270.6269040367523,False
Fam50a,-252.24438572060626,-254.16882501987703,False
Fam53a,-265.98783801579054,-273.90365908813266,False
Fam76a,-273.96673773610644,-265.12418277467356,False
Fam81a,-288.36564095840515,-281.80963795997906,False
Fam89b,-287.6711837526935,-259.29242393229634,False
Fam8a1,-241.79578068996582,-262.6207485429817,False
Fam92a,-271.165750794809,-250.5758853075297,False
Fam98b,-279.7310397052284,-258.6914717568544,False
Fance,-255.6702801221289,-264.0706968579226,False
Far1,-247.02053477041744,-252.33174419673574,False
Fas,-258.0796504356205,-246.28668851629595,True
Fastk,-243.2361009273858,-258.74731407044214,False
Fat1,-278.8892491603433,-300.060411938662,True
Fat4,-267.8886813714867,-313.72541476198217,True
Fau,-248.53972218621027,-237.14682073661697,False
Fbl,-258.44507179053693,-253.6566121625031,False
Fblim1,-265.42514400259483,-308.4075991280272,False
Fbln5,-413.5086313227522,-380.3192879252555,True
Fbn1,-275.70305689254565,-256.51502222414814,False
Fbxl22,-260.7220662943131,-301.46990514678475,True
Fbxl3,-256.53501181522535,-253.81066341595516,False
Fbxo11,-244.4187795706216,-250.29001911488268,False
Fbxo22,-241.49424051959465,-242.42043693427877,False
Fbxo3,-251.96767445239647,-238.36770701885814,False
Fbxo30,-305.83367242010536,-261.72977184816716,False
Fbxo32,-269.92955621864803,-264.63134954589196,True
Fbxo6,-257.1379267881036,-264.76702494110134,False
Fbxo9,-258.41998778732864,-251.5579243092341,False
Fbxw11,-280.11888434987753,-277.5250194127964,False
Fbxw2,-240.42636720994938,-234.5435309156706,False
Fcf1,-262.96730880333706,-246.6550615848433,False
Fcgrt,-248.7543268316705,-246.8694468649784,False
Fcho2,-258.90529254548926,-252.8185881878133,False
Fchsd2,-272.4200640419198,-267.86818648442215,False
Fdps,-293.357291047976,-347.64908584312013,True
Fdx1,-282.34159288177887,-258.7667593329944,True
Fdx2,-264.8022316332987,-254.48658717302925,False
Fermt2,-249.25160081443835,-242.8556009424202,True
Fez1,-265.0483267741188,-309.41978669658806,True
Fez2,-256.83473411472136,-260.7141457387256,False
Fgf1,-294.4846982192921,-365.1176959245928,False
Fgf2,-262.620750055962,-303.8390365503911,False
Fgfr1,-263.5278672484191,-265.437961294851,False
Fgfr1op2,-247.7116263723629,-253.04877729454512,False
Fgfr2,-485.78808329207925,-514.1238712564889,True
Fgfrl1,-270.2590021997823,-277.5614781171371,False
Fgl2,-277.9070461097183,-275.072308637442,False
Fh1,-269.9158837181204,-258.4158096803559,False
Fhl1,-261.3899340271653,-252.52200513409352,False
Fibin,-277.16922774631564,-323.441431405804,True
Fibp,-254.0695918322222,-273.8685961476278,False
Filip1,-307.10252297784626,-265.98624886184587,False
Filip1l,-333.2869659035229,-277.20733749128067,True
Fip1l1,-272.1411352022891,-263.06966881524414,False
Fis1,-287.75259653478315,-253.34714824411924,False
Fjx1,-283.9641781028027,-287.27881721776623,False
Fkbp10,-250.39667095135087,-251.92296644300262,False
Fkbp1a,-260.83177149589835,-266.44363082173885,False
Fkbp2,-268.31378601869704,-245.68248656557876,False
Fkbp3,-307.068333595876,-245.46863689538816,False
Fkbp4,-253.78450779610466,-264.6130981366282,True
Fkbp7,-278.6963786398177,-261.0121558069985,False
Fkbp8,-240.36105849488422,-245.33129545453392,False
Fkbp9,-277.4118679714478,-265.66767187486346,False
Flii,-293.07345889871294,-259.27021847466887,False
Flna,-312.1390440748145,-282.6453556964249,False
Flnb,-296.92962442822494,-277.69505940103056,True
Flnc,-333.04721306599754,-342.87442667281516,True
Flot1,-267.4135625653462,-277.0978096719592,False
Flot2,-255.10741348499565,-255.91083664573398,False
Fmc1,-284.28766950921954,-279.4944696046847,False
Fmo2,-319.02595678443026,-252.6295095799016,True
Fmo3,-622.9935659060015,-326.48007949954683,True
Fmr1,-250.69474564107858,-225.54639659338977,False
Fn1,-294.2445962046165,-367.125874239023,False
Fnbp1,-295.3784848409883,-283.94506049122936,False
Fndc3a,-254.01589680988096,-254.96292531874712,False
Fndc3b,-290.177218350054,-281.2152419995605,False
Fnip1,-256.03793136610136,-270.1021295645209,False
Fnta,-255.1035660007837,-237.46317372618483,False
Fos,-329.14585316143246,-384.43766101553354,False
Fosb,-350.8722424739402,-404.75669178606984,False
Fosl2,-369.62045340125064,-293.636144199041,True
Foxc1,-252.06714753447145,-265.7822976633284,False
Foxc2,-276.3918449412564,-276.94999824354807,False
Foxj2,-300.17154715273807,-248.24142771138733,False
Foxn3,-263.84290360870176,-264.1082404713476,False
Foxo1,-269.30329996636254,-256.9746460834138,False
Foxo3,-262.95017033837325,-286.45064116877177,False
Foxp1,-283.0591584983594,-272.4216616389622,False
Foxp2,-269.80864772192115,-298.36546737544734,False
Fra10ac1,-325.990800455731,-378.31385161266144,False
Frg1,-298.71630771779223,-263.8966786141347,False
Frmd6,-299.3445558805961,-301.38566991464825,False
Fry,-278.4224885900716,-271.87564203117404,False
Fryl,-277.46174352304047,-274.7046457305539,False
Fstl1,-343.6127323941307,-286.86125865616384,False
Fstl3,-257.2313336127773,-278.4821270873466,False
Fth1,-268.2002169614568,-274.49308233546327,False
Ftl1,-295.8234866265932,-272.0095195076453,False
Fto,-280.0877160667953,-275.9992627111681,False
Fubp1,-272.0748929437407,-273.31126167022074,False
Fuca1,-252.41981844545944,-290.3829519518646,False
Fundc2,-251.1129719605955,-269.6954906614542,False
Furin,-251.71443793138243,-241.701318631818,False
Fus,-279.915605212225,-282.3684817148447,False
Fxr1,-274.439241705657,-275.6033455119017,False
Fxr2,-264.1826956409181,-275.21087691347947,False
Fxyd1,-264.9683864430195,-256.68876635920935,False
Fyco1,-267.81227687798753,-288.742168231298,False
Fyttd1,-254.4744099584205,-245.37479513957175,False
Fzd1,-254.12896666288515,-283.21016339774343,False
Fzd2,-257.3777078357847,-267.1096135732968,False
Fzd7,-280.33917545259465,-302.37489785974043,False
Fzd8,-305.5051916045977,-345.3946022999498,False
G3bp1,-251.88718725122226,-249.95560544475086,False
G3bp2,-249.14042052227848,-253.64040883786095,False
Gaa,-251.36359133851505,-261.6708173337278,False
Gab2,-253.9329308257199,-272.14603419008773,False
Gabarap,-252.5203787039624,-253.88457641533643,False
Gabarapl1,-252.64052956223003,-293.52713106745347,False
Gabarapl2,-254.31703956351737,-257.23152892251295,False
Gabpb2,-242.836605438762,-241.03319307840107,False
Gabra3,-286.25156354034584,-262.4436661372415,True
Gadd45b,-337.52699121557646,-246.98316598337482,False
Gadd45g,-324.9934396490505,-302.65975042565765,True
Gadd45gip1,-277.89601016587244,-261.8750613721902,False
Galk1,-260.9011478571731,-252.8240615392774,False
Galnt1,-239.6425952287496,-245.70410290488815,False
Galnt11,-255.5630169411018,-254.12521841245018,False
Galnt16,-317.2154520291209,-323.37138718993486,False
Galnt2,-288.9687622924072,-282.22910673627985,False
Gamt,-247.917549758037,-279.54783367544024,False
Ganab,-255.1362863959483,-252.8229155202339,False
Gapdh,-307.916542368833,-247.72624706988407,True
Gapvd1,-269.7712975176345,-258.6493007109133,False
Gars,-266.99961113442936,-270.186036971814,False
Gas1,-304.41924090550793,-289.4139254798646,False
Gas2l1,-280.5999796682231,-257.99418981983337,False
Gas5,-265.07973878023813,-271.82787117450783,False
Gas6,-261.57751448336853,-265.87226935164585,False
Gask1b,-305.28433626141356,-356.19793457037576,False
Gata6,-260.6886148710088,-258.3021019673693,False
Gatad1,-251.32836103716187,-236.9150138312348,False
Gatad2b,-269.2775767270549,-255.13098665494095,False
Gatd3a,-254.43832343444637,-256.2233616387127,False
Gbf1,-274.5624888025198,-262.44905029938934,False
Gcc2,-255.12709415028752,-263.46205004516537,False
Gclm,-245.16192297962843,-279.72916477213835,False
Gcnt2,-281.91143419701973,-290.26230038465394,False
Gcsh,-252.35854534647444,-242.1850866711921,False
Gde1,-251.51522672181008,-266.80829090616265,False
Gdi1,-285.84113243336094,-244.02832807469204,False
Gdi2,-237.5706935194587,-257.55950151345843,False
Gem,-251.1422955599454,-259.10820721886347,False
Gemin7,-251.98989678242418,-263.5301322799238,False
Get4,-263.44630050861423,-258.6028590962956,False
Gfpt1,-272.8763984654943,-257.18580467780623,False
Gga2,-261.09335140258685,-270.2819484842664,False
Ggh,-274.58892281953524,-263.2799794641986,False
Ggnbp2,-271.2916357785257,-278.3352467150139,False
Ggps1,-258.64770640375923,-251.39390702784283,False
Ghitm,-243.07019455159013,-245.5543772003414,False
Ghr,-548.4985025067401,-795.67048122087,True
Gid4,-264.20842051473994,-248.19832098725877,False
Gid8,-245.74637100140814,-256.01662451487175,False
Gigyf1,-256.79488310165505,-272.5873391364453,False
Gigyf2,-274.2280507795725,-263.97071741759385,False
Ginm1,-258.3695315066253,-239.83487258861803,False
Gipc1,-251.15388546975527,-255.22536019693894,False
Gja1,-267.4825011247793,-278.7807459468241,False
Gjc1,-240.100950646385,-254.02993022816761,False
Gk,-314.12318503137146,-249.293490668982,True
Gkap1,-262.22511489115186,-256.0847340290117,False
Glg1,-305.2154755796764,-293.7546061966185,False
Glipr1,-269.67358616262896,-265.4513630154919,False
Glmp,-270.75333425222703,-264.34663225887033,False
Glo1,-263.8961698280878,-247.30318453839334,False
Glod4,-278.1349214673821,-275.5528231796354,False
Glrx2,-243.68086345081264,-247.9579141803908,False
Glrx3,-239.64548641222984,-246.02672413925245,False
Glrx5,-263.94634319603335,-269.0508966917761,False
Gls,-276.992001572391,-292.05186156188165,False
Glt8d1,-256.9578730435348,-265.6438720708048,False
Gltp,-261.6652868673954,-276.3609025909208,False
Glud1,-260.67604098749473,-260.42831559841414,False
Glul,-322.3973974008087,-327.62313192210684,True
Glyr1,-244.5327188653826,-251.9199524948165,False
Gm10076,-419.0469076728489,-270.8608284487203,True
Gm11627,-259.31789622535047,-287.7980855514,False
Gm11808,-305.45197699101107,-241.61696916829152,False
Gm13861,-291.63916049997044,-377.5196840259873,False
Gm13889,-269.79799756431356,-366.1028663174727,True
Gm15417,-281.4201668848958,-265.10682986882296,False
Gm16286,-258.73425243015066,-241.36624043453588,False
Gm17018,-260.6531853254197,-252.0337032275695,False
Gm26632,-294.92010636884135,-279.35601774930586,True
Gm26802,-340.1848151022897,-351.54058332328685,True
Gm26917,-315.26125140440286,-280.1584374985703,False
Gm2a,-266.87643574609444,-258.1716657934862,False
Gm34455,-380.4278615877752,-274.0695853046455,False
Gm42418,-364.529643570957,-406.58181198889986,True
Gm47283,-331.71046501044367,-444.7152675788807,True
Gm49708,-277.24277234827247,-265.9858652450071,True
Gmppa,-256.41568369891775,-245.20602919526812,False
Gmps,-238.39316741549533,-242.68292928895133,False
Gna11,-242.47066060111302,-247.34773088909895,False
Gna12,-284.18784420467017,-290.09043310890195,False
Gna13,-274.1088915305628,-273.156833486542,False
Gnai1,-238.81890124628808,-247.0418479376661,False
Gnai2,-249.1176622944655,-255.8329351686038,False
Gnai3,-246.99971099818063,-246.79787229211422,False
Gnaq,-275.1521332726835,-278.4748491324311,False
Gnas,-254.98891132964997,-260.11546900445245,False
Gnb1,-246.25750358276937,-266.8960146949266,False
Gnb2,-267.24025967250896,-260.88721063041436,False
Gnb4,-256.33593090811166,-276.89848685973044,False
Gne,-282.9686939544415,-278.80038708519976,True
Gng10,-284.5042649115628,-250.51101629558462,True
Gng11,-276.4835486246944,-264.4612007064471,False
Gng12,-251.7570100102006,-251.3586203285646,False
Gng5,-253.85084030104585,-261.78780742163485,False
Gnl1,-259.5665379560539,-264.3506677047694,False
Gnl3,-246.99812302538808,-250.5800688936555,False
Gnl3l,-274.6690366714589,-302.96807020552103,False
Gnpda2,-268.9604700430389,-250.79022249172453,False
Gns,-265.9559050740553,-316.06145577034164,False
Golga2,-291.13076847401135,-285.9903393160923,False
Golga3,-268.1016917922848,-278.9086781941349,False
Golga4,-309.66847954197686,-265.2894306162907,False
Golga5,-262.4679470535494,-268.62095747126534,False
Golga7,-276.86081686149055,-249.74835529097166,False
Golgb1,-266.0676930567987,-263.15288566379223,False
Golim4,-290.37727677636235,-253.1246798242334,False
Golph3,-262.6882925760183,-262.2427967982419,False
Golt1b,-277.66361409130786,-291.4433767099018,False
Gon4l,-272.3132084072412,-247.07570418461546,False
Gorasp2,-268.5393898401247,-252.71263410834393,False
Got2,-265.57013386116404,-269.8790460209669,False
Gpatch11,-263.28187674626923,-258.88125919065266,False
Gpatch8,-264.8762130670691,-252.63223002872812,False
Gpbp1,-262.1628881200978,-267.22891623934447,False
Gpbp1l1,-244.178898664769,-263.0823515390452,False
Gpc6,-258.7187663534841,-290.64246681440943,False
Gpcpd1,-280.45500715511037,-246.58045670944387,True
Gpi1,-249.58699748806276,-252.6021556533347,False
Gpr108,-262.9149890864907,-262.31428554175096,False
Gpr180,-256.8684420478127,-253.02523037982166,False
Gprasp1,-288.8035778471428,-272.40158488276285,True
Gps1,-266.1229618341935,-274.09503670751275,False
Gps2,-257.3203764813499,-256.15679244166665,False
Gpsm2,-270.97947026274574,-289.03717037196077,False
Gpx1,-264.8884599423924,-266.1416799574505,False
Gpx4,-239.65253791177784,-242.77764051039685,False
Gpx7,-266.7800280879807,-243.1210509869715,False
Gpx8,-257.8346306958961,-281.3744860275033,False
Grb14,-253.55653989204143,-272.7099730065013,False
Grb2,-249.1854485471729,-244.73833008934673,False
Grcc10,-253.62023960848387,-251.32365434500832,False
Grhpr,-246.99834165206823,-263.755973408569,False
Grina,-272.43522591321266,-260.3686373327741,False
Grip2,-327.2137021080342,-308.9375451427433,True
Grk2,-271.8383452271527,-273.08039845076166,False
Grn,-244.2959551873847,-245.40002206232123,False
Grpel1,-234.76665217607822,-237.68379438844147,False
Gsk3a,-277.58686025765087,-251.81781835908208,False
Gsk3b,-265.26346864955053,-239.54724202539597,False
Gsn,-268.75956387954864,-284.49583142017565,False
Gspt1,-248.7836540243843,-263.04632267483424,False
Gsr,-281.22746643649634,-261.3504784919416,False
Gstm1,-278.11794314192355,-268.3905937999896,False
Gstm2,-271.4224698341833,-254.53561249281546,False
Gstm5,-237.82235570108327,-266.9658653048515,False
Gstp1,-258.1822629130769,-299.54661024580474,False
Gstt1,-301.92177274111,-284.14836885069315,False
Gtf2a1,-260.27276801199054,-292.74436828820046,False
Gtf2a2,-294.3897648610434,-244.4352969067503,False
Gtf2b,-271.5568695979966,-258.6787532713245,False
Gtf2e2,-284.10889356387764,-256.51343788119647,False
Gtf2f1,-259.6678678943128,-268.39285965077136,False
Gtf2h5,-253.50608380232188,-248.83844176099774,False
Gtf2i,-267.1124650264998,-302.41343155444355,False
